invoice_id,stock_code,description,quantity,invoice_date,unit_price,customer_id,country,total_amount
562125,22302,COFFEE MUG PEARS  DESIGN,6,2011-08-02 17:29:00,2.55,17887.0,United Kingdom,15.299999999999999
535425,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2010-11-26 12:00:00,2.95,17796.0,United Kingdom,2.95
516485,21498,RED SPOTS  WRAP ,25,2010-07-21 09:46:00,0.42,12720.0,Germany,10.5
535268,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,2010-11-25 13:38:00,1.65,12841.0,United Kingdom,8.25
507379,85150,LADIES & GENTLEMEN METAL SIGN,6,2010-05-09 11:39:00,2.55,14916.0,United Kingdom,15.299999999999999
489640,84559B,3D SHEET OF CAT STICKERS,13,2009-12-01 16:17:00,0.85,17345.0,United Kingdom,11.049999999999999
559025,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-05 13:56:00,2.08,16338.0,United Kingdom,20.8
538630,22377,BOTTLE BAG RETROSPOT ,5,2010-12-13 13:25:00,2.1,14565.0,United Kingdom,10.5
497691,22021,BLUE FELT EASTER EGG BASKET,3,2010-02-11 15:29:00,1.65,14040.0,United Kingdom,4.949999999999999
581003,23302,KNEELING MAT HOUSEWORK  DESIGN,24,2011-12-07 08:38:00,0.79,14911.0,EIRE,18.96
534497,21975,PACK OF 60 DINOSAUR CAKE CASES,2,2010-11-23 11:00:00,0.55,17811.0,United Kingdom,1.1
490118,85167A,WHITE GRAND BAROQUE PHOTO FRAME,2,2009-12-03 17:46:00,4.25,17851.0,United Kingdom,8.5
565453,20725,LUNCH BAG RED RETROSPOT,10,2011-09-04 16:05:00,1.65,15136.0,United Kingdom,16.5
493759,21905,MORE BUTTER METAL SIGN ,1,2010-01-06 13:56:00,2.1,17965.0,United Kingdom,2.1
558868,21746,SMALL RED RETROSPOT WINDMILL,12,2011-07-04 12:47:00,1.25,13266.0,United Kingdom,15.0
540455,20750,RED RETROSPOT MINI CASES,4,2011-01-07 12:07:00,7.95,12583.0,France,31.8
493819,21584,RETRO SPOT SMALL TUBE MATCHES,480,2010-01-07 12:34:00,1.45,14156.0,EIRE,696.0
539761,84826,ASSTD DESIGN 3D PAPER STICKERS,60,2010-12-22 10:29:00,0.21,17593.0,United Kingdom,12.6
544161,22767,TRIPLE PHOTO FRAME CORNICE ,4,2011-02-16 12:59:00,9.95,16875.0,United Kingdom,39.8
538170,21484,CHICK GREY HOT WATER BOTTLE,5,2010-12-09 19:32:00,3.45,13969.0,United Kingdom,17.25
521839,22393,PAPERWEIGHT VINTAGE COLLAGE,6,2010-09-09 10:50:00,2.55,12635.0,Germany,15.299999999999999
534499,84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,1,2010-11-23 11:12:00,3.75,17372.0,United Kingdom,3.75
536796,21981,PACK OF 12 WOODLAND TISSUES ,1,2010-12-02 15:46:00,0.29,15574.0,United Kingdom,0.29
579171,22278,OVERNIGHT BAG VINTAGE ROSE PAISLEY,6,2011-11-28 14:30:00,4.95,13030.0,United Kingdom,29.700000000000003
508103,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-05-13 10:15:00,7.95,14039.0,United Kingdom,15.9
556495,20828,GLITTER BUTTERFLY CLIPS,2,2011-06-12 15:14:00,2.55,18069.0,United Kingdom,5.1
537399,21931,JUMBO STORAGE BAG SUKI,1,2010-12-06 14:31:00,1.95,13030.0,United Kingdom,1.95
553183,22520,CHILDS GARDEN TROWEL BLUE ,12,2011-05-15 12:31:00,0.85,16076.0,United Kingdom,10.2
549981,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,2011-04-13 15:49:00,1.45,16348.0,United Kingdom,2.9
579102,22795,SWEETHEART RECIPE BOOK STAND,2,2011-11-28 11:33:00,6.75,14911.0,EIRE,13.5
559024,23245,SET OF 3 REGENCY CAKE TINS,4,2011-07-05 13:38:00,4.95,16616.0,United Kingdom,19.8
570192,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-10-07 15:26:00,1.25,17509.0,United Kingdom,30.0
579708,23209,LUNCH BAG VINTAGE DOILY ,10,2011-11-30 14:16:00,1.65,12682.0,France,16.5
570720,21983,PACK OF 12 BLUE PAISLEY TISSUES ,24,2011-10-12 10:50:00,0.29,17934.0,United Kingdom,6.959999999999999
552852,22984,CARD GINGHAM ROSE ,12,2011-05-11 15:08:00,0.42,16712.0,United Kingdom,5.04
524311,21805,WHITE CHRISTMAS TREE DECORATION ,15,2010-09-28 14:09:00,0.42,17841.0,United Kingdom,6.3
525030,21931,JUMBO STORAGE BAG SUKI,10,2010-10-03 12:18:00,1.95,15351.0,United Kingdom,19.5
492814,21326,AGED GLASS SILVER T-LIGHT HOLDER,144,2009-12-20 13:17:00,0.55,14560.0,United Kingdom,79.2
504571,21506,"FANCY FONT BIRTHDAY CARD, ",12,2010-04-14 14:38:00,0.42,15572.0,United Kingdom,5.04
503968,22521,CHILDS GARDEN TROWEL PINK,12,2010-04-08 17:15:00,0.85,15129.0,United Kingdom,10.2
500336,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,3,2010-03-07 13:48:00,0.42,17589.0,United Kingdom,1.26
575840,23507,MINI PLAYING CARDS BUFFALO BILL ,20,2011-11-11 11:56:00,0.42,13137.0,United Kingdom,8.4
504893,84658,WHITE STITCHED CUSHION COVER,2,2010-04-18 14:06:00,6.95,15972.0,United Kingdom,13.9
520745,22109,FULL ENGLISH BREAKFAST PLATE,16,2010-08-31 10:47:00,3.39,14032.0,United Kingdom,54.24
555005,21790,VINTAGE SNAP CARDS,144,2011-05-31 09:38:00,0.72,16656.0,United Kingdom,103.67999999999999
509417,22606,WOODEN SKITTLES GARDEN SET,1,2010-05-23 12:56:00,15.95,17081.0,United Kingdom,15.95
538182,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-10 10:18:00,2.95,17827.0,United Kingdom,17.700000000000003
553879,21155,RED RETROSPOT PEG BAG,6,2011-05-19 15:15:00,2.55,15791.0,United Kingdom,15.299999999999999
566400,22193,RED DINER WALL CLOCK,2,2011-09-12 13:16:00,8.5,17139.0,United Kingdom,17.0
490677,22300,COFFEE MUG DOG + BALL DESIGN,12,2009-12-07 13:17:00,2.55,18219.0,United Kingdom,30.599999999999998
559108,22174,PHOTO CUBE,48,2011-07-06 11:42:00,1.48,13094.0,United Kingdom,71.03999999999999
532964,22688,DOORMAT PEACE ON EARTH BLUE,1,2010-11-15 12:43:00,7.95,15493.0,United Kingdom,7.95
580119,21931,JUMBO STORAGE BAG SUKI,1,2011-12-01 16:37:00,2.08,17920.0,United Kingdom,2.08
532382,85034A,3 GARDENIA MORRIS BOXED CANDLES,3,2010-11-11 18:24:00,4.25,16081.0,United Kingdom,12.75
537446,35646,VINTAGE BEAD PINK EVENING BAG,4,2010-12-07 09:13:00,4.25,18055.0,United Kingdom,17.0
566539,22998,TRAVEL CARD WALLET KEEP CALM,8,2011-09-13 11:34:00,0.42,17228.0,United Kingdom,3.36
530092,85123A,WHITE HANGING HEART T-LIGHT HOLDER,18,2010-11-01 13:46:00,2.95,15253.0,United Kingdom,53.1
526394,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2010-10-11 13:25:00,2.95,16527.0,United Kingdom,23.6
521663,20986,BLUE CALCULATOR RULER,12,2010-09-07 14:46:00,1.25,15367.0,United Kingdom,15.0
502869,22514,CHILDS GARDEN SPADE BLUE,4,2010-03-28 16:13:00,2.1,13113.0,United Kingdom,8.4
573096,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-10-27 14:40:00,1.65,14004.0,United Kingdom,19.799999999999997
543809,21467,CHERRY CROCHET FOOD COVER,2,2011-02-13 13:52:00,3.75,17095.0,United Kingdom,7.5
565649,22852,DOG BOWL VINTAGE CREAM,2,2011-09-05 16:27:00,4.25,16712.0,United Kingdom,8.5
573311,22597,MUSICAL ZINC HEART DECORATION ,3,2011-10-28 16:45:00,0.29,14071.0,United Kingdom,0.8699999999999999
538850,22621,TRADITIONAL KNITTING NANCY,12,2010-12-14 13:31:00,1.45,16499.0,United Kingdom,17.4
522650,21676,FLOWERS  STICKERS,12,2010-09-16 10:49:00,0.85,13424.0,United Kingdom,10.2
559948,21294,ETCHED GLASS COASTER,48,2011-07-14 10:41:00,0.39,12653.0,Israel,18.72
546625,21935,SUKI  SHOULDER BAG,16,2011-03-15 11:45:00,1.65,17542.0,United Kingdom,26.4
533293,22834,HAND WARMER BABUSHKA DESIGN,12,2010-11-16 15:58:00,2.1,16145.0,United Kingdom,25.200000000000003
561195,22754,SMALL RED BABUSHKA NOTEBOOK ,3,2011-07-25 13:57:00,0.85,14796.0,United Kingdom,2.55
496882,21272,SALLE DE BAIN HOOK,1,2010-02-04 14:13:00,1.25,15167.0,United Kingdom,1.25
542595,48188,DOORMAT WELCOME PUPPIES,1,2011-01-30 10:19:00,7.95,14040.0,United Kingdom,7.95
563076,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,48,2011-08-11 16:12:00,1.45,14646.0,Netherlands,69.6
547383,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,2011-03-22 15:42:00,0.85,12613.0,Germany,10.2
543022,22508,DOORSTOP RETROSPOT HEART,2,2011-02-02 14:37:00,3.75,16771.0,United Kingdom,7.5
527767,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,24,2010-10-19 09:35:00,1.65,12623.0,Germany,39.599999999999994
543166,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2011-02-04 08:27:00,2.95,13488.0,United Kingdom,23.6
559951,23203,JUMBO BAG DOILEY PATTERNS,10,2011-07-14 10:52:00,2.08,14847.0,United Kingdom,20.8
500663,21760,FRENCH STYLE WALL DRESSER,1,2010-03-09 12:10:00,125.0,17700.0,United Kingdom,125.0
494637,84519A,TOMATO CHARLIE+LOLA COASTER SET,2,2010-01-17 10:35:00,2.95,14451.0,United Kingdom,5.9
561047,21988,PACK OF 6 SKULL PAPER PLATES,12,2011-07-24 12:46:00,0.85,16948.0,United Kingdom,10.2
545908,48188,DOORMAT WELCOME PUPPIES,2,2011-03-08 09:26:00,7.95,14709.0,United Kingdom,15.9
533112,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,2010-11-16 12:14:00,4.95,15311.0,United Kingdom,4.95
516287,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,10,2010-07-19 12:53:00,0.85,13081.0,United Kingdom,8.5
575087,23372,SET 36 COLOUR PENCILS DOLLY GIRL,2,2011-11-08 13:57:00,1.25,16549.0,United Kingdom,2.5
505916,22415,WHITE TISSUE REAM,1,2010-04-26 14:47:00,7.95,15867.0,United Kingdom,7.95
527764,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2010-10-19 09:07:00,3.75,16859.0,United Kingdom,15.0
569923,21754,HOME BUILDING BLOCK WORD,3,2011-10-06 17:43:00,6.25,16184.0,United Kingdom,18.75
501671,16169M,WRAP DAISY CARPET ,25,2010-03-18 15:11:00,0.42,18171.0,United Kingdom,10.5
496057,84508C,BLUE CIRCLES DESIGN TEDDY,6,2010-01-28 15:04:00,2.55,16137.0,United Kingdom,15.299999999999999
513814,20728,LUNCH BAG CARS BLUE,10,2010-06-29 09:59:00,1.65,15544.0,United Kingdom,16.5
560145,22963,JAM JAR WITH GREEN LID,12,2011-07-15 11:04:00,0.85,13381.0,United Kingdom,10.2
497035,21365,MIRRORED WALL ART STARS,1,2010-02-05 14:14:00,2.95,16704.0,United Kingdom,2.95
490124,48173C,DOOR MAT BLACK FLOCK ,1,2009-12-03 18:08:00,6.75,16791.0,United Kingdom,6.75
520524,22198,LARGE POPCORN HOLDER ,12,2010-08-26 14:25:00,1.65,16375.0,United Kingdom,19.799999999999997
527512,21591,COSY HOUR CIGAR BOX MATCHES ,24,2010-10-18 12:54:00,1.25,14130.0,United Kingdom,30.0
530792,22307,GOLD MUG BONE CHINA TREE OF LIFE,36,2010-11-04 12:17:00,1.65,15332.0,Lithuania,59.4
564372,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-08-25 09:55:00,1.65,12714.0,France,16.5
516569,48187,DOORMAT NEW ENGLAND,10,2010-07-21 12:45:00,6.35,13093.0,United Kingdom,63.5
578035,21790,VINTAGE SNAP CARDS,24,2011-11-22 14:00:00,0.85,16422.0,United Kingdom,20.4
574292,22866,HAND WARMER SCOTTY DOG DESIGN,1,2011-11-03 15:27:00,2.1,16914.0,United Kingdom,2.1
510040,84925F,PSYCHEDELIC WALL THERMOMETER,24,2010-05-26 15:55:00,0.85,14626.0,United Kingdom,20.4
527505,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2,2010-10-18 12:25:00,2.1,17841.0,United Kingdom,4.2
500719,21844,RETRO SPOT MUG,6,2010-03-09 15:16:00,2.95,16707.0,United Kingdom,17.700000000000003
529978,22312,OFFICE MUG WARMER POLKADOT,3,2010-10-31 15:18:00,2.95,13760.0,United Kingdom,8.850000000000001
564534,85231B,CINAMMON SET OF 9 T-LIGHTS,3,2011-08-25 15:09:00,0.85,12748.0,United Kingdom,2.55
555719,23205,CHARLOTTE BAG VINTAGE ALPHABET ,10,2011-06-06 15:31:00,0.85,12609.0,Germany,8.5
508220,21165,BEWARE OF THE CAT METAL SIGN ,1,2010-05-13 15:21:00,1.69,18168.0,United Kingdom,1.69
523307,22138,BAKING SET 9 PIECE RETROSPOT ,6,2010-09-21 12:56:00,4.95,17017.0,United Kingdom,29.700000000000003
533750,20977,36 PENCILS TUBE WOODLAND,3,2010-11-18 14:17:00,1.25,15571.0,United Kingdom,3.75
542894,35961,FOLKART ZINC HEART CHRISTMAS DEC,24,2011-02-01 13:45:00,0.85,12775.0,Netherlands,20.4
564336,22271,FELTCRAFT DOLL ROSIE,1,2011-08-24 14:28:00,2.95,12748.0,United Kingdom,2.95
508251,22434,BALLOON PUMP WITH 10 BALLOONS,16,2010-05-14 10:40:00,1.95,13157.0,United Kingdom,31.2
545577,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-03 19:18:00,4.95,14702.0,United Kingdom,14.850000000000001
500384,72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,12,2010-03-08 10:45:00,2.1,17740.0,United Kingdom,25.200000000000003
560018,23191,BUNDLE OF 3 RETRO NOTE BOOKS,1,2011-07-14 12:52:00,1.65,15987.0,United Kingdom,1.65
575884,23480,MINI LIGHTS WOODLAND MUSHROOMS,4,2011-11-11 13:46:00,3.75,12685.0,France,15.0
496463,21164,HOME SWEET HOME METAL SIGN ,6,2010-02-01 14:52:00,2.95,15480.0,Malta,17.700000000000003
580640,22398,MAGNETS PACK OF 4 SWALLOWS,1,2011-12-05 12:51:00,0.39,16910.0,United Kingdom,0.39
572563,23209,LUNCH BAG VINTAGE DOILY ,10,2011-10-25 09:31:00,1.65,12928.0,United Kingdom,16.5
494007,21628,TRIANGULAR POUFFE VINTAGE ,1,2010-01-10 16:03:00,14.95,14606.0,United Kingdom,14.95
527043,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2010-10-14 12:32:00,1.25,18090.0,United Kingdom,1.25
577485,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-11-20 11:56:00,4.25,16360.0,United Kingdom,4.25
509748,22427,ENAMEL FLOWER JUG CREAM,3,2010-05-25 13:51:00,5.95,15217.0,United Kingdom,17.85
555572,22449,SILK PURSE BABUSHKA PINK,6,2011-06-05 15:37:00,3.35,12449.0,Belgium,20.1
574936,20975,12 PENCILS SMALL TUBE RED RETROSPOT,3,2011-11-07 17:06:00,0.65,13066.0,United Kingdom,1.9500000000000002
498903,21657,MILK BOTTLE WITH GLASS STOPPER ,3,2010-02-23 14:16:00,6.95,14112.0,United Kingdom,20.85
507418,47566,PARTY BUNTING,5,2010-05-09 14:52:00,4.65,17292.0,United Kingdom,23.25
505448,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12,2010-04-22 11:14:00,0.85,17646.0,United Kingdom,10.2
557782,22819,"BIRTHDAY CARD, RETRO SPOT",12,2011-06-22 15:41:00,0.42,14640.0,United Kingdom,5.04
561098,22090,PAPER BUNTING RETROSPOT,6,2011-07-25 10:56:00,2.95,14194.0,United Kingdom,17.700000000000003
544661,22520,CHILDS GARDEN TROWEL BLUE ,12,2011-02-22 13:59:00,0.85,15303.0,United Kingdom,10.2
533294,84006,MAGIC TREE -PAPER FLOWERS,24,2010-11-16 16:01:00,0.85,13081.0,United Kingdom,20.4
577699,82552,WASHROOM METAL SIGN,12,2011-11-21 12:06:00,1.45,13971.0,United Kingdom,17.4
568671,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,2011-09-28 13:13:00,2.49,13139.0,United Kingdom,29.880000000000003
563432,22667,RECIPE BOX RETROSPOT ,1,2011-08-16 12:12:00,2.95,16713.0,United Kingdom,2.95
570818,20724,RED RETROSPOT CHARLOTTE BAG,2,2011-10-12 12:47:00,0.85,17841.0,United Kingdom,1.7
517906,22121,NOEL WOODEN BLOCK LETTERS ,3,2010-08-03 09:53:00,5.95,15081.0,United Kingdom,17.85
491675,16169D,WRAP WINTER FOREST,50,2009-12-13 12:04:00,0.42,16710.0,United Kingdom,21.0
578307,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-11-23 15:53:00,1.25,17290.0,United Kingdom,1.25
545681,20724,RED RETROSPOT CHARLOTTE BAG,4,2011-03-06 11:28:00,0.85,16923.0,United Kingdom,3.4
555524,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-06-05 11:37:00,2.95,16923.0,United Kingdom,2.95
511638,21934,SKULL SHOULDER BAG,4,2010-06-09 13:08:00,1.65,17346.0,United Kingdom,6.6
570271,21519,GIN & TONIC DIET GREETING CARD ,60,2011-10-10 10:29:00,0.42,13756.0,United Kingdom,25.2
543457,22652,TRAVEL SEWING KIT,100,2011-02-08 12:47:00,1.65,17428.0,United Kingdom,165.0
570824,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-10-12 12:58:00,1.95,14299.0,United Kingdom,11.7
510792,16011,ANIMAL STICKERS,24,2010-06-03 16:33:00,0.21,15867.0,United Kingdom,5.04
573153,POST,POSTAGE,3,2011-10-28 07:39:00,145.0,12678.0,France,435.0
575576,23517,EMBROIDERED RIBBON REEL REBECCA ,6,2011-11-10 11:45:00,2.89,16025.0,United Kingdom,17.34
492117,48194,DOORMAT HEARTS,2,2009-12-15 14:10:00,6.75,15808.0,United Kingdom,13.5
572676,23343,JUMBO BAG VINTAGE CHRISTMAS ,10,2011-10-25 13:30:00,2.08,16258.0,United Kingdom,20.8
569651,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-10-05 12:49:00,0.55,14534.0,United Kingdom,0.55
532580,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2010-11-12 14:18:00,6.35,15311.0,United Kingdom,6.35
499682,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,2010-03-02 09:25:00,2.95,12623.0,Germany,17.700000000000003
562558,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,21,2011-08-05 16:43:00,0.85,13451.0,United Kingdom,17.849999999999998
523612,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2010-09-23 10:44:00,0.85,13001.0,United Kingdom,10.2
