Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
AA,AA,Walker Hayes,11/19/2021,USQX92104965,"4,389",20.0,"80,899,019","14,613","2,423,704",53.0,"68,620,784","468,664","26,941","9,119,456","116,447,096","213,619,922",11.0,"105,035",91,2.0,"95,374",17.0,"146,613,382","30,173",,"761,595",,0
"""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý","""ýýýýýý ýýýýýýýýýý ""ýýýýýýýýýýýý ýýýý ýýýýýýýýýýýý - Single",Myriam Fares,3/10/2022,FR10S2273417,"4,310",20.3,"7,383,901","4,008","539,281",48.0,"351,810,237","1,815,957","22,200","3,197,303","87,012,540","726,544",1.0,157,,1.0,339,,,,,"299,561",,0
Thotiana,Famous Cryp,Blueface,6/20/2018,QZDA51839408,"3,129",24.7,"374,553,396","66,679","10,295,377",13.0,"406,426,712","4,151,817","409,340","81,885,567","578,801,821","122,569,467",26.0,"13,460",4,8.0,"42,916",4.0,"51,852,737","272,068","11,047,458","925,687",,1
Sensational (feat. Davido & Lojay),Sensational (feat. Davido & Lojay) - Single,Chris Brown,10/20/2023,USRC12302777,527,66.9,"70,652,012","20,841","15,882,127",,"74,067,917","702,482",,"1,361,002","13,499,846","518,987,600",47.0,"145,261",16,23.0,"351,301",38.0,"14,468,521","5,744","1,615,978","1,275,094",,1
Burn,Halcyon,Ellie Goulding,1/1/2012,GBUM71303482,"2,306",29.8,"784,334,383","104,998","30,818,474",68.0,"1,776,560,692","7,559,025","46,749","17,751,306","112,921,980","611,194,890",86.0,"119,409",118,48.0,"140,321",29.0,"363,423,596","116,092",,"12,172,997",,0
Limbo,Prestige,Daddy Yankee,1/1/2012,USNPD1200128,"3,400",23.5,"508,914,869","86,239","25,204,530",70.0,"1,529,347,092","6,057,759","55,811","8,937,199","73,318,392","341,710,178",48.0,"12,567",67,39.0,"272,601",36.0,"200,834,379","158,798","330,708","5,615,561",,0
Uhaw,Uhaw,Dilaw,11/18/2022,PHW012200294,"3,958",21.5,"42,862,565","5,084","1,645,697",54.0,"9,151,739","70,548","1,712,700","62,906,993","670,266,290",,3.0,8,,,,,,,,"8,995",,0
Pasoori,Pasoori,Shae Gill,2/6/2022,FR10S2289473,750,56.1,"346,971,014","37,940","6,753,521",65.0,"928,440,031","9,495,255",627,"225,218","2,638,039","236,473,638",17.0,"3,701",,1.0,"1,097",7.0,,,,"673,415",,0
"thank u, next","thank u, next",Ariana Grande,11/3/2018,USUM71819361,515,68.0,"1,878,196,824","134,913","54,753,824",73.0,"1,479,999,649","20,977,857","1,542,901","119,391,916","982,464,070","919,652,612",238.0,"190,014",400,371.0,"885,834",87.0,"263,689,593","359,639",,"26,082",,1
Save Your Tears,After Hours (Deluxe),The Weeknd,3/20/2020,USUG12000669,"1,827",34.0,"1,995,511,952","8,264","1,155,540",49.0,,,,,,,68.0,"916,627",,29.0,"2,416,985",,,,,,,1
PRIMER AVISO,PRIMER AVISO - Single,Maria Becerra,2/29/2024,USWL12400615,"3,244",24.1,"28,563,790","1,755","8,072,460",19.0,"40,333,378","420,833",,"205,870","1,423,100","159,095,018",2.0,"4,075",,14.0,"439,014",19.0,"111,604",,,"59,172",,0
Water,Water,Tyla,7/28/2023,USSM12305126,33,234.6,"670,376,179","98,450","150,471,020",83.0,"265,180,930","2,566,846","2,114,363","369,150,956","3,932,956,380","3,031,114,430",225.0,"486,952","1,215",180.0,"19,469,488",188.0,"40,418,532","27,555","6,049,784","6,447,136",,0
Wild Side (feat. Cardi B),Wild Side (feat. Cardi B) - Single,Normani,7/16/2021,USRC12101473,"2,476",28.6,"181,529,121","36,504","12,624,326",60.0,"235,286,963","3,057,740","117,317","51,611,106","406,413,864","71,073,242",88.0,"125,766",456,15.0,"74,166",19.0,"98,376,412","28,049",,"1,916,244",,1
So High School,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,USUG12402544,"2,478",28.6,"97,601,615","3,397","13,075,013",87.0,"5,528,058","78,517",,"2,761,040","17,893,741",,18.0,187,,,,50.0,"1,393,596","1,657",,,,0
Casi Completa,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,QZ7HP2300096,"2,489",28.5,"64,656,678","2,743","8,231,330",,"104,860,686","407,632",,"15,299","194,766","457,588,979",,"1,128",,1.0,"1,666",,"4,162,490","1,496",,"249,980",,0
Fingers Crossed,Fingers Crossed,Lauren Spencer Smith,1/5/2022,TCAFY2118876,"1,783",34.5,"437,029,775","71,202","18,194,896",67.0,"60,320,365","602,827","52,700","31,427,513","261,236,772","2,169,985,836",59.0,"167,522",927,43.0,"616,800",31.0,"38,926,392","27,268",,"2,895,512",,0
Baby (Lil Baby feat. DaBaby),Baby,Quality Control,7/17/2019,USUG11900748,"2,294",29.9,"522,143,496","111,477","16,214,693",68.0,"212,806,984","1,853,709","55,471","10,916,015","125,604,010","5,932,267",41.0,197,40,13.0,"67,110",21.0,"265,495,093","180,815",,"1,797,781",,1
Cheerleader - Felix Jaehn Remix Radio Edit,Cheerleader (Felix Jaehn Remix) (Radio Edit),OMI,5/20/2014,USUS11202574,"1,318",41.0,"1,663,491,433","49,556","9,366,950",52.0,"1,569,239,627","8,709,566","21,605","7,776,168","60,584,088","282,669,797",267.0,"16,437",,142.0,"1,215,325",42.0,"466,323,984","730,086",,"23,811,147",,0
Elini Ver,Elini Ver,Amo988,5/15/2024,TRBUL2400025,"2,637",27.4,"15,352,061",639,"5,601,320",72.0,"11,854,252","76,636",,,,,12.0,390,,2.0,"1,581,911",,,,,"130,733",,0
Bandook,Bandook,Nirvair Pannu,5/30/2020,FR96X2024977,740,56.4,"40,178,056","5,825","638,204",54.0,"156,528,470","1,410,824","12,558,440","85,606,014","1,349,843,169","62,493",2.0,3,,,,,,,,"95,575",,0
changes,changes,XXXTENTACION,3/2/2018,USUG11800211,729,56.8,"1,366,479,990","171,651","36,731,138",70.0,"1,002,422,657","14,134,657","1,951,109","167,016,763","1,763,949,180","45,887,113",31.0,112,,21.0,"344,528",11.0,"138,516,743","187,030","50,737,522","4,184,844",,0
You Belong With Me,Fearless,Taylor Swift,1/1/2008,USCJY0803328,"3,720",22.2,"643,828,366","87,942","27,210,610",66.0,"1,600,713,698","10,233,607","165,346","72,201,064","428,418,832","1,485,964,733",45.0,"41,273",244,19.0,"138,459",25.0,"314,460,730","556,940",,"3,063,470",,0
Fly high to cloud nine,Fly high to cloud nine,Terry Flow,9/12/2022,QZNWV2289511,"4,165",20.8,"752,826",6,"15,634",13.0,,,,,,,,,,,,,,,"34,268,178",1,,1
Zukunft Pink (feat. Inï¿½ï,Zukunft Pink (feat. Inï¿½ï¿½z) - Si,Peter Fox,10/20/2022,DEA622201528,"3,822",21.8,"131,713,257","43,947","6,669,237",58.0,"33,686,131","355,898","33,909","7,289,705","94,823,161","110,208,884",17.0,"36,564",,10.0,"891,590",10.0,"4,354",15,,"638,655",,1
Drift Night,Drift Night,Alfianie,7/30/2022,SGB502231047,"3,967",21.4,"218,621",137,"18,188",29.0,,,"2,101,254","52,544,476","1,029,125,885",,,,,,,,,,,,,0
Never Let Go,Never Let Go - Single,Jung Kook,6/7/2024,USA2P2431076,499,68.9,"26,891,849",722,"63,940,453",81.0,"5,611,228","686,901",,,,,57.0,279,,25.0,"2,485,160",49.0,"483,333",20,,"32,683",,0
Make You Mine,Make You Mine,Madison Beer,2/9/2024,USSM12400758,786,54.7,"127,909,006","13,354","49,984,859",,"26,653,465","788,713",,"12,674,158","295,301,300","191,049,109",78.0,"31,924",7,84.0,"9,231,885",42.0,"4,474,757","1,113",,"1,031,888",,0
so american,GUTS (spilled),Olivia Rodrigo,3/22/2024,USUG12401532,"4,300",20.3,"76,917,797","4,045","11,594,722",,"5,848,948","136,847",,,,"24,636,245",8.0,456,81,6.0,"361,734",7.0,"725,334","1,228","170,068",,,1
Casei Com a Putaria,Casei Com a Putaria,Mc Paiva ZS,7/1/2022,BXKG22200702,"2,748",26.8,"255,564,797","31,242","9,239,751",63.0,"264,486,017","1,523,924","46,722","23,505,507","183,685,728","173,994,448",,43,,23.0,"2,170,095",7.0,,,,,,1
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,3/10/2020,INS172000675,"3,300",23.9,"94,152,948","9,693","3,944,785",56.0,"675,223,784","6,031,429","878,600","51,767,552","848,894,091","156,425,286",7.0,323,,,,8.0,"14,043",,,"166,731",,0
Beat Of Your Heart,Beat Of Your Heart - Single,Purple Disco Machine,1/26/2024,DEE862301861,"1,902",33.3,"21,179,750","3,144","19,059,841",,"7,849,267","75,556",,,,"58,998,674",44.0,"81,555",,63.0,"7,355,939",38.0,"8,608",10,,,,0
No Time To Die,No Time To Die,Billie Eilish,2/13/2020,USUM72002771,"2,388",29.2,"610,838,644","91,391","29,634,724",70.0,"369,182,880","7,406,983","13,840","9,454,140","69,072,143","201,322,168",88.0,"26,205",7,42.0,"5,784,923",42.0,"18,824,576","24,659","7,873,761","3,110,101",,0
Yugur,Yugur - Single,Dildora Niyozova,2/21/2024,GBLPF6787759,"2,886",26.0,"17,009",6,20,,"66,083,451","231,545",,,,,,,,,,,,,,"37,489",,0
PAINTING PICTURES,5LBS OF PRESSURE,Superstar Pride,10/20/2022,QZNMX2257577,777,54.9,"193,109,326","76,047","4,765,141",8.0,"64,413,388","1,143,541","238,183","174,951,046","1,526,856,459","210,031,126",17.0,"40,110","2,704",4.0,"479,325",1.0,"7,692,981","6,306","23,495,613","2,304,354",,1
Still With You,Still With You,Jung Kook,6/5/2020,QM6N22094716,"1,610",36.5,"188,249,146","18,003","4,851,271",72.0,"47,301,413","809,460",,,,,3.0,6,,2.0,"394,861",,"948,933",389,"110,733,209","1,460,302",,0
UNA CERVEZA,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,QZ9QQ2300794,"3,908",21.6,"159,876,075","8,225","21,015,676",79.0,"36,524,769","320,572","3,716","2,060,712","14,846,248","210,170,562",14.0,73,2,13.0,"1,870,957",15.0,"2,435,321","3,305",,"595,774",,1
Title,Title,Meghan Trainor,9/9/2014,USSM11406369,"4,193",20.6,"205,312,051","28,368","7,213,050",59.0,"140,553,023","1,777,780","8,936,513","1,042,870,769","11,018,922,699","3,660,597",15.0,"4,257",72,15.0,"51,860",7.0,"68,138,950","34,917",,,,1
my future,my future,Billie Eilish,7/30/2020,USUM72013019,"4,502",19.6,"461,892,532","69,326","20,986,678",64.0,"175,821,589","5,873,880","76,587","20,741,250","123,540,119","25,038,982",94.0,"19,138",101,35.0,"217,583",43.0,"16,658,690","12,326",,"1,143,845",,0
Players,Players,Coi Leray,11/30/2022,USUM72222387,230,101.8,"465,588,517","91,658","60,607,887",67.0,"109,781,672","1,706,148","1,456,347","477,814,190","4,784,803,362","383,354,491",110.0,"453,212","7,098",42.0,"843,815",63.0,"37,137,946","16,871",,"5,620,077",,1
Can't Feel My Face,Your Songs 2015,The Weeknd,3/2/2015,USUG11500741,851,52.6,"1,747,534,539","212,829","101,243,254",76.0,"1,689,190,795","8,927,108","552,005","26,588,465","264,572,676","238,111,307",433.0,"158,190",474,149.0,"1,452,991",97.0,"552,312,888","221,611","4,197,860","14,056,461",,0
Vaaste,Vaaste,Dhvani Bhanushali,4/6/2019,INS181900798,"1,540",37.4,"126,921,341","13,291","2,873,906",60.0,"1,598,106,066","13,195,302",,"4,508,761","48,358,536","262,249,176",5.0,572,,,,4.0,,,,"499,417",,0
"Going, Going, Gone",Growin' Up,Luke Combs,6/24/2022,US6XF2100240,"2,139",31.1,"192,633,758","25,097","5,307,004",72.0,"43,607,584","203,727","33,285","7,739,782","45,564,333","231,390,112",12.0,"199,434",199,1.0,71,8.0,"130,204,437","8,785",,"420,418",,0
Everyday Hustle,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402030,"2,319",29.7,"32,935,844","9,191","3,072,155",,"4,797,753","77,902",,,,,9.0,97,,,,7.0,"662,243",493,,"296,876",,1
MAESTRO,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,USA2P2415975,407,75.7,"35,244,286","1,629","14,912,783",75.0,"70,452,629","1,873,655",,"18,636,812","90,497,430","5,822,984",15.0,632,,5.0,"176,790",40.0,"93,561",118,,"85,957",,0
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,8/3/2023,DGA062382895,171,115.9,"474,590,289","24,891","25,915,889",78.0,"577,930,708","1,569,516","136,500","32,754,141","509,287,649","1,484,713,132",27.0,"15,783",215,22.0,"2,762,020",27.0,"44,676,754","9,094","774,895","1,173,817",,0
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,10/29/2021,USSM12200047,539,66.2,"907,821,800","106,835","71,070,491",68.0,"242,506,280","2,540,594","165,069","54,851,263","702,113,761","4,973,499,360",152.0,"478,141","1,115",98.0,"2,702,560",79.0,"47,200,073","18,000",,"7,126,240",,0
Every Night,Volcano,Jungle,8/11/2023,QM4TX2336325,"4,270",20.4,"5,503,365","1,424","893,924",49.0,"139,900,760","1,292,201",96,"206,736","2,585,272",,1.0,96,,,,,"64,816",17,,,,0
EXCESOS,Pa las Baby's Y Belikeada,Fuerza Regida,10/20/2023,QZ9QQ2300776,"1,785",34.5,"140,289,944","11,244","6,732,068",,"102,146,155","355,596",,"558,350","5,016,260","419,693,279",24.0,73,,13.0,"6,745,694",1.0,"8,663,386","2,170",,"364,193",,0
Uno,Uno,Ambjaay,5/10/2019,USSM11903445,"4,497",19.6,"128,411,645","25,190","4,018,662",47.0,"86,561,302","1,275,303","17,467","14,675,601","112,331,903","14,950,722",23.0,210,,3.0,"41,938",1.0,"17,430,949","55,733","55,404,639","1,227,296",,1
Kalkatiya Raja,Kalkatiya Raja,Pawan Singh,9/22/2023,DGA092395791,"2,545",28.1,"8,607,782",231,"175,674",,"171,883,395","997,466",,"2,661","36,029",,,,,,,,,,,"14,483",,0
Spell,SEVENTEEN BEST ALBUM '17 IS RIGHT HERE',SEVENTEEN,4/29/2024,USA2P2415977,"3,998",21.3,"9,866,591",621,"1,236,012",,"16,856,738","641,553",,,,"5,822,984",,14,,1.0,"5,134",,"32,264",31,"22,297","20,583",,0
Put It On Da Floor Again (feat. Cardi B),Put It On Da Floor Again (feat. Cardi B) - Single,Latto,6/2/2023,USRC12301450,"1,572",37.0,"60,082,145","11,423","20,395,049",60.0,"118,897,128","814,796","30,200","7,097,591","48,946,625","552,598,201",45.0,"121,434",313,11.0,"137,945",54.0,"18,115,642","10,438",,,,1
Collide (feat. Tyga),Collide (feat. Tyga) - Single,Justine Skye,8/25/2014,USAT21403439,"3,080",24.9,"394,458,820","62,418","23,910,420",67.0,"98,862,086","1,030,038","10,576,372","742,002,077","8,421,746,009",,12.0,"2,045",16,,,,,,,"2,217,979",,1
Landmines,Landmines,Sum 41,9/27/2023,QMRSZ2302172,"3,748",22.1,"18,708,085","6,754","7,014,623",,"6,801,971","145,932",,"5,671","68,136","5,104,817",14.0,"81,065",204,4.0,"159,332",27.0,"2,902,311",327,,"325,793",,1
Dil Diyan Gallan,Tiger Zinda Hai (Original),Atif Aslam,12/12/2017,INY091700035,"2,801",26.5,"204,127,666","20,958","11,366,583",65.0,"1,326,806,818","7,661,864","169,700","3,586,828","60,784,930","27,572,059",16.0,"2,497",,1.0,927,1.0,761,,,"565,775",,0
JEALOUSY (feat. Cardi B),JEALOUSY (feat. Cardi B),Offset,7/28/2023,USUM72311135,"2,907",25.9,"58,058,696","20,289","18,874,374",56.0,"31,124,272","674,922","8,543","7,585,680","62,820,921","267,510,966",18.0,"35,668",359,11.0,"189,549",35.0,"18,553,797","2,371",,"519,567",,1
Beat the Odds,Beat the Odds,Lil Tjay,8/26/2022,USSM12207337,"3,575",22.7,"115,581,471","49,847","5,823,632",60.0,"46,251,839","946,512","19,042","11,669,063","93,356,963","231,265,850",16.0,"38,261","1,424",8.0,"48,742",7.0,"8,878,298","2,816",,"359,642",,1
FALTA DE QUï¿½,FALTA DE QUï¿½,Luan Pereira,5/16/2024,BRRGE2400266,"1,541",37.4,"27,120,441","1,557","41,022,920",77.0,"16,048,541","164,441",,,,"143,621,870",3.0,2,,29.0,"8,662,554",15.0,,,,"8,360",,0
We Can't Stop,NOW: The Hits Of Summer 2014,Miley Cyrus,1/1/2013,USRC11300686,"2,003",32.2,"970,858,824","117,008","50,397,971",71.0,"1,310,779,877","7,274,419","124,187","43,040,615","343,153,571","547,445,834",140.0,"18,341",72,72.0,"459,669",29.0,"280,783,593","757,349","906,974","6,946,040",,0
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/2016,USUM71603303,"3,405",23.5,"658,051,344","128,507","19,018,702",66.0,"502,542,395","3,470,603","310,468","28,258,632","172,756,577","33,622,630",65.0,"4,896",23,16.0,"71,832",,"138,182,258","127,406",,"3,394,835",,1
Buenas,Buenas,Quevedo,9/22/2023,BK4DA2318657,"3,529",22.9,"108,163,942","22,023","7,264,376",,"17,211,451","202,291","12,100","1,978,266","23,664,790","1,117,763",9.0,"5,991",,8.0,"327,123",7.0,"67,514",23,,"130,949",,0
All I Want for Christmas Is You,Merry Christmas,Mariah Carey,1/1/1994,USSM19400325,"2,097",31.5,"1,810,649,765","109,411","45,003,974",60.0,"824,500,156","7,455,155","18,894,720","1,432,227,925","15,963,128,797","29,891,688",418.0,"131,873",139,143.0,"1,390,899",125.0,"304,497,253","3,556,791","1,273,462","6,531,412",,0
Magnolia,Playboi Carti,Playboi Carti,4/14/2017,USUM71703095,"3,002",25.4,"834,795,353","187,620","29,767,336",73.0,"282,798,008","3,373,020","39,692","13,117,729","111,426,969","12,788,481",160.0,660,71,46.0,"137,569",11.0,"97,823,320","75,679",,"2,953,341",,1
Umbrella,Good Girl Gone Bad,Rihanna,1/1/2007,USUM70736771,"3,340",23.8,"1,535,595,924","236,327","123,654,318",77.0,"1,266,946,594","7,227,133","14,079","13,327,525","123,440,263","168,343,059",249.0,"262,819",139,108.0,"2,095,700",75.0,,,"12,036,328","166,195",,0
Super Gremlin,Sniper Gang Presents Syko Bob & Snapkatt: Nightmare Babies,Kodak Black,10/30/2021,USAT22107295,672,58.8,"416,955,991","123,862","25,561,593",63.0,"174,009,595","1,640,732","255,281","140,081,850","1,163,709,610","32,508",65.0,"254,615",350,20.0,"126,629",24.0,"149,887,956","90,700",,"2,259,867",,1
Spring Snow,"Lovely Runner, Pt. 8 (Original Soundtrack)",10CM,5/14/2024,KRA492400665,"2,968",25.6,"18,800,716","1,180","12,952,009",73.0,"7,398,997","168,846",,,,,12.0,52,,,,,"4,319",12,,"193,276",,0
Forever After All,What You See Ain't Always What You Get (Deluxe Edition),Luke Combs,10/23/2020,US6XF2000192,"1,217",42.9,"472,886,929","66,543","14,596,512",70.0,"247,466,941","1,347,724","412,458","53,390,196","454,676,514","523,499,656",71.0,"272,994",35,9.0,"18,449",22.0,"336,822,010","60,046",,"1,332,172",,0
icantbelieveiletyougetaway,icantbelieveiletyougetaway,aldn,5/31/2024,QZMEQ2463576,"2,896",25.9,"3,162,942",520,"4,539,512",63.0,"247,697","13,414","15,900",,,,,,,,,,"3,490",26,"366,782","46,746",,0
She Don't Give a Fo,"Trapgentina, Vol. 1",Duki,12/7/2017,QZ5FN1767793,"4,409",19.9,"500,565,437","74,725","14,234,889",70.0,"644,380,652","4,455,611","43,604","35,536,108","217,482,856","53,428",3.0,"1,789",,7.0,"45,112",3.0,"604,004","2,295",,"995,726",,0
Pelele,Pelele,Morad,12/24/2021,QMFMF2131945,"3,508",23.0,"153,262,121","62,043","3,300,200",64.0,"105,229,861","923,515","360,974","61,225,741","777,095,126","95,438",11.0,"4,605",18,2.0,"26,431",5.0,"6,486",,,"631,030",,0
Daylight,Daylight,David Kushner,4/14/2023,QZXDB2300005,44,207.0,"1,126,820,069","177,800","85,255,689",82.0,"274,070,101","3,701,289","2,557,115","285,329,503","2,578,518,632","1,205,538,057",163.0,"259,255",96,77.0,"3,413,707",80.0,"28,924,685","14,634","9,505,098","8,681,350",,0
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,9/29/2023,USA2P2346470,559,64.3,"573,249,007","27,154","33,077,841",74.0,"166,687,005","4,539,515","30,142","9,786,252","66,859,275","1,859,365,360",19.0,,25,30.0,"1,569,004",49.0,"2,506,963","1,609",,"1,379,108",,1
idfc,Idfc,blackbear,10/26/2014,TCACB1407069,"4,117",21.0,"703,008,289","107,737","27,795,750",65.0,"676,519,290","8,302,787","460,509","154,879,439","1,202,118,262","224,802,094",13.0,24,4,5.0,"7,400",1.0,"136,776,071","102,864",,"7,920,489",,1
La Difï¿½ï¿,YHLQMDLG,Bad Bunny,2/29/2020,QM4TX2030889,"3,112",24.8,"718,032,755","88,205","26,808,160",68.0,"304,269,630","2,445,183","16,400","5,979,412","59,989,029","20,259,925",75.0,"12,613",157,22.0,"265,221",14.0,"57,602,908","15,742",,"718,684",,1
Dream Girl - Remix,Dream Girl (Remix),Ir Sais,12/6/2019,USSD11900381,"3,699",22.3,"289,196,126","56,563","16,313,578",64.0,"403,607,329","2,363,349","506,354","90,776,240","758,684,528","9,314,119",72.0,"3,280",64,10.0,"281,695",14.0,"37,415,282","5,841",,"1,102,746",,1
You Make It Easy,You Make It Easy,Jason Aldean,1/26/2018,QMRSZ1703136,"2,066",31.8,"461,456,306","39,872","6,195,765",5.0,"149,557,856","1,484,925","129,190","4,676,244","48,036,714","14,532,218",5.0,"65,951",25,2.0,,13.0,"619,306,368","157,698","12,335,891","1,717,815",,0
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/2023,TRAUR2300024,"3,467",23.2,"63,442,980","10,414","1,765,706",58.0,"127,252,829","552,569","84,400","3,171,710","108,671,025","4,788,783",7.0,"4,502",,,,,,,,"224,773",,0
Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Aman Gï¿½ï¿½zel Yavaï¿½ï¿,Halodayï¿,6/23/2023,TRCGH2300003,"4,295",20.3,"110,759,507","16,068","2,956,360",27.0,"4,697,020","13,304","434,400","18,043,254","607,056,384",,7.0,"3,358",,2.0,"1,567,383",,,,,"515,430",,0
Roses,Roses,The Chainsmokers,6/16/2015,USQX91500801,"2,270",30.0,"1,046,848,265","137,023","33,124,854",68.0,"585,020,723","3,442,407","273,486","55,726,548","405,625,969","51,232,888",129.0,"30,641",87,43.0,"173,923",16.0,"294,611,058","172,101","26,571,481","9,203,307",,0
Solteiro Forï¿½ï¿½ado - (Boiadeira Internacio,Solteiro Forï¿½ï¿½ado (Boiadeira Internacio,Ana Castela,7/7/2023,BX3022300019,"1,051",46.8,"210,195,998","10,723","12,965,116",65.0,"291,263,121","1,409,361","33,900","3,996,634","55,226,429","1,201,657,034",6.0,"6,009",,22.0,"7,921,538",9.0,"1,736",,,"137,611",,0
Hati-Hati di Jalan,Manusia,Tulus,3/3/2022,FR2X42253130,"3,627",22.5,"306,652,166","21,841","7,413,119",69.0,"225,136,062","2,113,507","371,413","158,047,875","1,719,389,454",,17.0,"13,846",,,,,,,,"107,807",,0
Vette Motors,Vette Motors - Single,YoungBoy Never Broke Again,6/10/2022,USAT22207312,"3,814",21.9,"80,585,683","16,202","12,738,423",19.0,"88,959,234","770,086","20,100","5,242,187","42,977,111","332,784,168",3.0,"1,144",,1.0,"4,717",7.0,,,"19,542,228",,,1
Don't You Know,Don't You Know,Crosby St. Models,8/12/2022,GBPVV2204622,"3,890",21.6,,1,2,,"357,790,871","2,127,672",,,,"74,010,765",,1,,,,,,,,35,,0
Volver Al Futuro,Volver Al Futuro,Oscar Maydon,5/30/2024,QZ9QQ2400330,"1,202",43.2,"25,593,926","1,247","63,521,139",78.0,"7,493,616","162,691",,,,,18.0,,,10.0,"1,604,245",9.0,"68,326",56,"1,742","33,433",,0
EMPELOTICA,EMPELOTICA,Lenny Tavï¿½ï¿,2/22/2024,USWL12400540,"3,181",24.4,"68,349,764","7,210","31,014,133",8.0,"16,821,942","150,277","4,814","936,755","10,013,585","216,158,198",13.0,"1,143",,19.0,"1,742,799",11.0,"486,201",53,"11,448","134,177",,1
For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,7/3/2020,USUM72013355,325,84.8,"1,119,350,842","272,485","46,626,350",71.0,"767,399,825","6,283,245","1,312,576","203,661,245","1,505,078,331","68,109,096",206.0,"243,703",234,33.0,"158,712",24.0,"218,042,360","64,927",,"4,546,156",,1
Pray For Me,Pray For Me (with Kendrick Lamar),The Weeknd,2/2/2018,USUM71800001,"2,491",28.5,"918,478,800","139,420","28,588,643",71.0,"351,030,632","3,597,944","30,374","19,369,827","164,140,502","140,859,065",77.0,"57,561",,33.0,"300,145",20.0,"170,542,224","61,911",,"7,342,121",,1
Maquillaje,Maquillaje - Single,Renn,1/10/2024,QZZ662405291,"2,776",26.6,"71,320,813","6,751","23,980,309",76.0,"42,538,475","287,894",,"760,808","7,603,158","22,607,618",5.0,"1,952",,17.0,"817,857",13.0,"32,907",116,,"428,764",,1
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401053,"2,525",28.2,"250,430,303",648,"818,594",,,,,,,,55.0,,,,,,,,,,,0
Ni Me Debes Ni Te Debo,Colmillo De Leche,Carin Leon,5/19/2023,QZQMB2105022,"2,797",26.5,"168,963,270","9,329","6,528,413",52.0,"138,646,834","561,807","83,980","6,759,488","90,780,465","7,517,627",7.0,"6,941",7,6.0,"21,467",2.0,"7,647,073",808,"276,309","327,415",,0
Queencard,I feel,(G)I-DLE,5/15/2023,KRA392300001,616,61.2,"289,304,213","25,925","7,047,731",72.0,"336,281,559","3,407,011","404,600","257,833,478","1,992,738,757","572,838,570",33.0,"4,473",,5.0,"25,127",38.0,"786,642","3,077","1,151,435","689,921",,0
Mama,Mama,Jonas Blue,5/5/2017,GBUM71701777,"2,509",28.3,"955,563,174","89,780","18,075,056",67.0,"929,090,173","5,061,750","29,802","16,031,731","85,857,976","262,705,725",103.0,"59,537",,96.0,"388,298",7.0,"27,583,329","14,884",,"7,735,883",,0
Search & Rescue,Search & Rescue,Drake,4/7/2023,USUG12301601,329,84.6,"337,858,357","96,709","21,646,810",69.0,"40,938,953","336,819","106,645","21,329,637","192,701,225","235,007,162",89.0,"119,741",162,15.0,"535,329",13.0,"44,542,627","18,653","14,784,764","1,383,076",,1
Never Gonna Not Dance Again,Never Gonna Not Dance Again - Single,P!nk,11/3/2022,USRC12203892,"3,884",21.7,"162,054,666","1,991","492,746",40.0,,,,,,,26.0,"267,248",,1.0,"6,197",1.0,,,,,,0
Essence (feat. Tems),Essence (feat. Tems),Wizkid,10/28/2020,USRC12003059,893,51.0,"242,254,880","85,783","13,563,028",66.0,"418,190,794","2,892,075","280,027","66,345,848","617,402,549","82,045,151",216.0,"404,288",561,21.0,"229,656",42.0,"59,766,393","32,203","15,395,153","4,536,227",,0
Rush,Rush,Troye Sivan,7/13/2023,AUUM72300170,"1,109",45.2,"299,291,405","45,754","35,127,971",28.0,"59,684,881","1,156,874","37,300","31,430,262","341,762,321","635,932,163",106.0,"22,607",649,65.0,"1,709,032",66.0,"741,956","1,616",,"1,347,624",,1
